status2016,cprnr,optag_aar,ADGGRU,kvotient,geobag,Aldop,NAVN,postnr,geoinst,institution,campus,kon,type_optag,ramme_retning_optag,ramme_2016,studienaevn2016,orlov2016,MAT,Niveau_MAT,oprindelse_MAT,DAN,Niveau_DAN,oprindelse_DAN,ENG,NIveau_ENG,oprindelse_ENG,staa,efter_adgeksamen,ECTS,Frafalden,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,11.4,Ikke oplyst,19,,25164,Ikke Danmark,Institution ikke oplyst,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,B,indtastet,,,,,,,0,0 år,0,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),7.6,Øst for Storebæl,27,,2700,Øst for Storebælt,Roskilde Katedralskole,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7.75,B,portal,9,A,portal,10,B,portal,1,> 4 år,60,FALSE,,,,,
Indskrevet,,2015,HF,6.5,Sydjyl.til Århus,25,,7500,Øst for Storebælt,Frederiksberg HF-Kursus,Aalborg,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,5.5,B,portal,2,A,portal,8.5,B,portal,0.92,0 år,55,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),7,Øst for Storebæl,22,,2700,Øst for Storebælt,Christianshavns Gymnasium,Kbh.,Mænd,bachelor,Medialogi,,,,4.333333333,B,portal,4.333333333,A,portal,8,A,portal,0.08,1 år,5,TRUE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),7.2,Øst for Storebæl,21,,2400,Øst for Storebælt,Gefion Gymnasium,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4.666666667,A,portal,5,A,portal,8,A,portal,0.5,1 år,30,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),8.4,Øst for Storebæl,26,,1050,Midt-Vestjylland,Viborg Gymnasium og HF,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,6,A,portal,9,A,portal,7.75,A,portal,0.92,> 4 år,55,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),4.4,Nordjyll.,26,,9700,Nordjylland,Brønderslev Gymnasium og HF,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,3,A,portal,3.333333333,A,portal,5,B,portal,1,> 4 år,60,FALSE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,6.7,Ikke oplyst,19,,55-093,Ikke Danmark,Institution ikke oplyst,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,6,A,indtastet,,,,,,,0.25,0 år,15,FALSE,,,,,
Indskrevet,,2015,HF,7.9,Nordjyll.,24,,9000,Nordjylland,VUC&hf Nordjylland,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,3,B,portal,4.5,A,portal,8.5,B,portal,1,0 år,60,FALSE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),7.7,Øst for Storebæl,21,,2200,Øst for Storebælt,Aurehøj Gymnasium,Kbh.,Mænd,bachelor,Medialogi,,,,6,B,portal,4,A,portal,9.5,A,portal,0.75,2 år,45,TRUE,,,,,
Indskrevet,,2015,HTX,7.6,Øst for Storebæl,21,,2800,Øst for Storebælt,CELF - Center for erhv.rettede udd. Lolland-Falste,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4.5,A,portal,6,A,portal,7,B,portal,0.58,1 år,35,FALSE,,,,,
Afbrudt,,2015,HTX,7.6,Nordjyll.,24,,9000,Nordjylland,Tech College Aalborg,Aalborg,Mænd,bachelor,Medialogi,,,,4,B,portal,5.5,A,portal,7,A,portal,0.33,1 år,20,TRUE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),8.5,Øst for Storebæl,19,,2500,Øst for Storebælt,Frederiksberg Gymnasium,Kbh.,Kvinder,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,4.666666667,A,portal,9,A,portal,9.666666667,A,portal,0.92,0 år,55,FALSE,,,,,
Indskrevet,,2015,HF,6.5,Nordjyll.,34,,9400,Nordjylland,VUC&hf Nordjylland,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,B,portal,7,A,portal,3,A,portal,0.08,0 år,5,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),6.7,Nordjyll.,21,,9000,Sønderjylland,Tønder Gymnasium,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,8.666666667,A,portal,5.75,A,portal,9,B,portal,1,1 år,60,FALSE,,,,,
Indskrevet,,2015,Ny student (påb. 2005 -),6.9,Øst for Storebæl,22,,2000,Vejle/Sydjylland,Rosborg Gymnasium & HF,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,2,B,portal,4,A,portal,9.666666667,A,portal,0.75,2 år,45,FALSE,,,,,
Afbrudt,,2015,HF,9.7,Nordjyll.,28,,9381,Nordjylland,Nørresundby Gymnasium og HF,Aalborg,Mænd,bachelor,Medialogi,,,,5.5,B,portal,7,A,portal,11,B,portal,0.08,1 år,5,TRUE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),7.5,Nordjyll.,19,,9440,Nordjylland,Nørresundby Gymnasium og HF,Aalborg,Mænd,bachelor,Medialogi,,,,7,A,portal,5,A,portal,8.25,A,portal,0.08,1 år,5,TRUE,,,,,
Afbrudt,,2015,Ny student (påb. 2005 -),6.9,Nordjyll.,21,,9000,Nordjylland,Hasseris Gymnasium,Aalborg,Mænd,bachelor,Medialogi,,,,7,B,indtastet,7,A,portal,8.25,A,portal,0.08,2 år,5,TRUE,,,,,
Indskrevet,,2015,Udenlandsk adg.grundlag,10.2,Øst for Storebæl,25,,2300,Ikke Danmark,Institution ikke oplyst,Kbh.,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,12,B,indtastet,,,,12,B,indtastet,1,> 4 år,60,FALSE,,,,,
Indskrevet,,2015,HTX,7.7,Nordjyll.,22,,9220,Midt-Vestjylland,Mercantec,Aalborg,Mænd,bachelor,Medialogi,Bacheloruddannelse - BSc Medialogi,Medieteknologi,0,7,A,portal,9,A,portal,8,B,portal,1,2 år,60,FALSE,,,,,
