"","gender","ADGGRU","zip","residenceBeforeEnrolment","ageAtEnrolment","priop","UDD_KODE","kvotient","kvote","land","Campus","MAT_Niveau","MATGrade","ENG_Niveau","ENGGrade","DAN_Niveau","DANGrade","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA"
"188","Mænd","STX","2630","Øst for Storebæl",21,"1.prio",25315,8.1,1,"Danmark","Kbh.","B",2,"B",2,NA,NA,1704,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Aktiv","afslutte","Afsluttet",2012-09-01,2017-02-01,"bachelor",2012,10,"BSc2010",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,15,0,20,5,0,0,40,10,25,20,25,5,0,0,55,15,25,15,35,15,0,0,55,15,25,10,35,0,0,0,70,15,25,10,40,5,0,0,70,0,35,10,45,5,0,0,90,20,45,10,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,2,2,NA,7,4.5,3.33333333333333,NA,7,3.66666666666667,3.33333333333333,NA,7,2.6,1.57142857142857,NA,4.25,2.16666666666667,1.22222222222222,NA,4.25,2.14285714285714,1,NA,3.8,2.14285714285714,0.846153846153846,NA,3.8,3.125,1.33333333333333,NA,3.8,3.125,1.41176470588235,NA,3.8,3.125,1.41176470588235
"189","Mænd","STX","3200","Øst for Storebæl",20,"1.prio",25315,9.5,1,"Danmark","Kbh.","A",11,"A",11,"A",8.5,2261,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","1.-2. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Medialogi","Medieteknologi","TEK-NAT","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2016-02-26,"bachelor",2014,4,"BSc2014",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,10,10,0,0,10,15,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,0,NA,0,NA,0,NA,0,NA,10,-5,-3,NA,10,-5,-3,NA,10,-5,-3,NA,10,-5,-3,NA,10,-5,-3,NA,10,-5,-3,NA,10,-5,-3,NA,10,-5,-3
"190","Mænd","HTX","9220","Nordjyll.",19,"1.prio",25317,7.8,1,"Danmark","Aalborg","B",7,"A",8.5,"A",5.5,519,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMI80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",2016,NA,"MSc2011",0,0,5,5,0,0,15,15,0,0,10,5,10,10,30,15,5,5,10,0,15,5,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,0,10,10,0,NA,11,10,0,NA,11,10,10,NA,11,10,10,NA,11,10,10,NA,11,10,10,NA,11,10,10,NA,11,10,10,NA,11,10,10,NA,11,10,10
"191","Mænd","HTX","9220","Nordjyll.",19,"1.prio",25317,7.8,1,"Danmark","Aalborg","B",7,"A",8.5,"A",5.5,2113,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,15,15,10,10,5,5,0,0,30,15,15,10,25,20,0,0,40,10,35,20,30,5,0,0,55,15,40,5,40,10,0,0,70,15,45,5,45,5,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,10,0,NA,NA,10,7,NA,8.5,10,8,NA,8.5,10,7.5,NA,9.66666666666667,10.4,7.85714285714286,NA,9.66666666666667,10.3333333333333,7.75,NA,9.66666666666667,10.3333333333333,7.75,NA,9.66666666666667,10.3333333333333,7.75,NA,9.66666666666667,10.3333333333333,7.75,NA,9.66666666666667,10.3333333333333,7.75
"192","Mænd","STX","1432","Øst for Storebæl",24,"2. ¯vrige",25315,7.4,1,"Danmark","Kbh.","B",11,"A",7,"A",8.5,1560,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2013-06-27,"bachelor",2012,2,"BSc2010",0,5,5,5,0,0,15,15,5,10,15,10,0,0,15,15,5,0,15,0,0,0,15,0,5,0,15,0,0,0,15,0,5,0,15,0,0,0,15,0,5,0,15,0,0,0,15,0,5,0,15,0,0,0,15,0,5,0,15,0,0,0,15,0,5,0,15,0,0,0,15,0,5,0,15,0,0,0,15,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,10,0,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333,NA,7,2.5,-0.333333333333333
"193","Mænd","STX","1961","Øst for Storebæl",21,"2. ¯vrige",25315,4.6,1,"Danmark","Kbh.","B",2,"A",2.66666666666667,"A",5.33333333333333,1536,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2013-02-26,"bachelor",2012,2,"BSc2010",0,5,0,5,0,0,5,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5
"194","Mænd","HTX","2830","Øst for Storebæl",20,"1.prio",25315,5.2,1,"Danmark","Kbh.","B",8.5,"B",5,"A",7,2218,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Teknoantropologi","Teknoantropologi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af institutionen",2013-09-01,2014-08-31,"bachelor",2013,2,"BSc2010",0,5,5,5,0,0,15,15,5,10,10,5,0,0,30,15,5,0,15,5,0,0,30,0,5,0,15,0,0,0,30,0,5,0,15,0,0,0,30,0,5,0,15,0,0,0,30,0,5,0,15,0,0,0,30,0,5,0,15,0,0,0,30,0,5,0,15,0,0,0,30,0,5,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,10,0,NA,NA,10,1.33333333333333,NA,7,10,1.33333333333333,NA,7,10,1.33333333333333,NA,7,10,1.33333333333333,NA,7,10,1.33333333333333,NA,7,10,1.33333333333333,NA,7,10,1.33333333333333,NA,7,10,1.33333333333333,NA,7,10,1.33333333333333
"195","Mænd","STX","9000","Nordjyll.",31,"1.prio",25317,7.8,1,"Danmark","Aalborg","B",2,"B",2,NA,NA,517,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMI80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",2016,NA,"MSc2011",0,0,5,5,0,0,15,15,0,0,10,5,10,10,30,15,5,5,10,0,15,5,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5.000001,5,22.5,5,15.000001,10,41.25,5,15.000001,10,41.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,15.000001,10,71.25,5,0,12,7,0,10,12,8.5,0,10,12,8.5,2,10,12,8.5,2,10,12,8.5,2,10,12,8.5,2,10,12,8.5,2,10,12,8.5,2,10,12,8.5,2,10,12,8.5,2
"196","Mænd","STX","9000","Nordjyll.",31,"1.prio",25317,7.8,1,"Danmark","Aalborg","B",2,"B",2,NA,NA,2108,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,10,10,10,10,5,5,0,0,25,15,25,15,20,15,0,0,35,10,35,10,25,5,0,0,50,15,40,5,40,15,0,0,65,15,45,5,45,5,0,0,85,20,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,45,0,45,0,0,0,85,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,10,0,NA,NA,10,5.5,NA,10,10.6666666666667,5,NA,10,10.5,5.66666666666667,NA,10.6666666666667,10.4,5.85714285714286,NA,10.6666666666667,10.6666666666667,6,NA,10.6666666666667,10.6666666666667,6,NA,10.6666666666667,10.6666666666667,6,NA,10.6666666666667,10.6666666666667,6,NA,10.6666666666667,10.6666666666667,6
"197","Mænd","HTX","9220","Nordjyll.",19,"1.prio",25317,7.3,1,"Danmark","Aalborg","A",9,"A",6,"A",8.66666666666667,2114,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,15,15,10,10,5,5,0,0,30,15,20,10,20,15,0,0,40,10,35,15,25,5,0,0,55,15,40,5,40,15,0,0,70,15,45,5,45,5,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,4,0,NA,NA,7,11,NA,7,8,10.6666666666667,NA,7,9,10.6666666666667,NA,10.3333333333333,9.6,10.8571428571429,NA,10.3333333333333,10,10.375,NA,10.3333333333333,10,10.375,NA,10.3333333333333,10,10.375,NA,10.3333333333333,10,10.375,NA,10.3333333333333,10,10.375
"198","Mænd","STX","2000","Øst for Storebæl",25,"2. ¯vrige",25315,4.3,1,"Danmark","Kbh.","A",3.75,"A",4,"A",4,2045,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2016-03-07,"bachelor",2013,6,"BSc2010",5,5,5,5,0,0,15,15,10,10,10,5,0,0,30,15,15,5,20,15,0,0,40,10,25,15,25,10,0,0,55,15,25,5,25,10,0,0,55,15,25,0,25,5,0,0,55,0,25,0,25,0,0,0,55,0,25,0,25,0,0,0,55,0,25,0,25,0,0,0,55,0,25,0,25,0,0,0,55,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,4,NA,NA,5.5,2.75,NA,9.5,6,2.6,NA,9.5,5,2.42857142857143,NA,4.66666666666667,3,1.5,NA,2.25,3,1.5,NA,2.25,3,1.5,NA,2.25,3,1.5,NA,2.25,3,1.5,NA,2.25,3,1.5
"199","Mænd","STX","9000","Nordjyll.",22,"1.prio",25317,4.7,1,"Danmark","Aalborg","A",6,"B",3.33333333333333,"A",5,2105,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2017-06-30,"bachelor",2013,8,"BSc2010",0,0,0,0,0,0,15,15,15,15,0,5,0,0,30,15,15,10,25,25,0,0,40,10,20,20,30,5,0,0,40,15,20,0,30,5,0,0,40,0,30,15,30,0,0,0,55,15,35,5,35,10,0,0,70,15,45,10,40,5,0,0,70,0,45,0,40,0,0,0,70,0,45,0,40,0,0,0,70,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,4,0,NA,NA,5.5,6,NA,5.5,6,4.5,NA,5.5,3.25,1.25,NA,5.5,3.25,1.25,NA,5.5,3.4,1.72727272727273,NA,3.66666666666667,4,1.91666666666667,NA,3.25,4,1.92857142857143,NA,3.25,4,1.92857142857143,NA,3.25,4,1.92857142857143
"200","Mænd","STX","2800","Øst for Storebæl",24,"1.prio",25315,6,1,"Danmark","Kbh.","A",5.5,"B",5,"A",4,1608,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-11-12,"bachelor",2012,5,"BSc2010",0,5,5,5,0,0,15,15,10,15,15,10,0,0,30,15,10,0,15,0,0,0,30,10,10,0,15,0,0,0,30,0,10,0,15,5,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,10,0,15,0,0,0,30,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,2,0,NA,3.5,6,2.2,NA,3.5,2.33333333333333,2.2,NA,3.5,2.33333333333333,2.2,NA,0.666666666666667,2.33333333333333,2.2,NA,0.666666666666667,2.33333333333333,2.2,NA,0.666666666666667,2.33333333333333,2.2,NA,0.666666666666667,2.33333333333333,2.2,NA,0.666666666666667,2.33333333333333,2.2,NA,0.666666666666667,2.33333333333333,2.2
"201","Mænd","STX","2100","Øst for Storebæl",22,"1.prio",25315,5.8,1,"Danmark","Kbh.","B",6.25,"A",6,"A",5.75,1731,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-03-21,"bachelor",2012,8,"BSc2010",5,5,5,5,0,0,15,15,15,10,15,10,0,0,30,15,15,0,15,0,0,0,40,10,30,15,20,5,0,0,55,15,35,10,35,15,0,0,70,15,35,10,40,5,0,0,90,20,40,10,45,5,0,0,90,0,45,5,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,12,2,NA,7,9.5,4.33333333333333,NA,7,9.66666666666667,4.33333333333333,NA,7,6.2,3.5,NA,9.5,6.33333333333333,3,NA,9.5,6.42857142857143,2.33333333333333,NA,7,6.42857142857143,1.90909090909091,NA,7,6.42857142857143,1.91666666666667,NA,7,6.42857142857143,1.91666666666667,NA,7,6.42857142857143,1.91666666666667
"202","Mænd","HTX","9400","Nordjyll.",21,"1.prio",25317,6.9,1,"Danmark","Aalborg","A",8.5,"A",7.75,"A",8,1860,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse (BA) Engelsk","Engelsk, Tysk Kulturforståelse","HUM","4.Frafald, nyt FAK","Norm Afb (nyt FAK)","Norm+ Afb (nyt FAK)","afbrudt","Afbrudt af den studerende",2012-09-01,2013-06-19,"bachelor",2012,2,"BSc2010",5,5,10,10,0,0,10,10,5,5,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,4,7,NA,4,4,1,NA,4,4,1,NA,4,4,1,NA,4,4,1,NA,4,4,1,NA,4,4,1,NA,4,4,1,NA,4,4,1,NA,4,4,1
"203","Mænd","STX","3050","Øst for Storebæl",22,"1.prio",25315,4.2,1,"Danmark","Kbh.","A",3.5,"B",7.66666666666667,"A",4,1917,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-07-28,"bachelor",2013,2,"BSc2010",5,5,5,5,0,0,5,15,5,10,5,5,0,0,15,25,5,0,10,5,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,0,4,NA,NA,-1,-2,NA,4,-1,-2,NA,4,-1,-2,NA,4,-1,-2,NA,4,-1,-2,NA,4,-1,-2,NA,4,-1,-2,NA,4,-1,-2,NA,4,-1,-2
"204","Mænd","HTX","6700","Sydjyl.til Århus",20,"1.prio",26520,5.7,1,"Danmark","Esbjerg","B",8,"A",5,"A",3.33333333333333,2046,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2016-06-01,"bachelor",2013,6,"BSc2010",5,5,5,5,0,0,15,15,10,10,10,10,0,0,30,15,10,5,15,10,0,0,40,10,10,20,25,10,0,0,55,15,10,5,30,5,0,0,70,15,10,5,30,0,0,0,70,0,10,0,35,5,0,0,70,0,10,0,35,0,0,0,70,0,10,0,35,0,0,0,70,0,10,0,35,0,0,0,70,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,NA,7,4,NA,7,9.5,2,NA,9.5,8.66666666666667,2,NA,9.5,8.25,-1,NA,9.5,8,-0.9,NA,9.5,8,-1.27272727272727,NA,7,8,-1.27272727272727,NA,7,8,-1.27272727272727,NA,7,8,-1.27272727272727,NA,7,8,-1.27272727272727
"205","Mænd","HHX","6700","Sydjyl.til Århus",22,"1.prio",26520,4.1,1,"Danmark","Esbjerg","B",3.33333333333333,"A",8,"A",6,1628,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-03-28,"bachelor",2012,4,"BSc2010",5,5,10,10,0,0,10,10,10,10,15,5,0,0,25,15,10,5,20,5,0,0,35,10,10,5,20,0,0,0,35,0,10,0,25,5,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,10,0,25,0,0,0,35,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,4,10,2,NA,4,8.5,1.5,NA,4,8,1.5,NA,4,8,0.6,NA,3,8,0.6,NA,3,8,0.6,NA,3,8,0.6,NA,3,8,0.6,NA,3,8,0.6,NA,3,8,0.6
"206","Kvinder","Matematisk student","9220","Nordjyll.",26,"1.prio",25317,6.1,1,"Danmark","Aalborg","B",6.5,"B",5.5,"A",7.4,2484,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","åben","Afsluttet",2014-09-01,2017-06-30,"bachelor",2014,6,"BSc2014",0,5,10,10,0,0,15,15,15,15,15,5,0,0,30,15,25,10,20,5,0,0,45,15,35,10,25,5,0,0,60,15,35,5,35,10,0,0,75,15,40,5,35,0,15,15,90,15,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,40,0,35,0,15,0,90,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,0,7,7,0,0,5.5,8.5,3.75,0,7.66666666666667,8,3.5,0,6.75,7.75,3.625,0,6.2,8.2,3.22222222222222,8.66666666666667,6.2,8.5,3.6,8.66666666666667,6.2,8.5,3.6,8.66666666666667,6.2,8.5,3.6,8.66666666666667,6.2,8.5,3.6,8.66666666666667,6.2,8.5,3.6
"207","Kvinder","STX","9500","Nordjyll.",20,"1.prio",25317,5.1,1,"Danmark","Aalborg","A",6,"B",3.33333333333333,"A",3.25,2352,2014,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1614O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2014-09-01,2016-09-20,"bachelor",2014,5,"BSc2014",0,5,5,10,0,0,15,15,5,15,10,10,0,0,30,15,10,15,10,10,0,0,30,0,20,25,20,15,0,0,45,15,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,20,0,20,0,0,0,45,0,0,10,15,5,0,15,30,15,0,20,45,25,0,25,60,35,0,35,75,40,15,35,90,40,NA,7,7,0,NA,3.5,5.5,0.8,NA,1.75,5.5,0.625,NA,1.75,6,-0.0666666666666667,NA,1.75,6,-0.0666666666666667,NA,1.75,6,-0.0666666666666667,NA,1.75,6,-0.0666666666666667,NA,1.75,6,-0.0666666666666667,NA,1.75,6,-0.0666666666666667,NA,1.75,6,-0.0666666666666667
"208","Kvinder","STX","9000","Nordjyll.",21,"1.prio",25317,5.5,1,"Danmark","Aalborg","B",3.33333333333333,"A",10,"A",6,2110,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",2013,6,"BSc2010",0,0,0,0,0,0,15,15,10,10,0,5,0,0,30,15,20,10,20,20,0,0,30,10,30,15,30,10,0,0,55,25,35,5,40,15,0,0,70,15,45,10,45,5,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,45,15,0,25,55,25,0,30,70,35,0,40,85,40,0,45,105,45,NA,0,10,0,NA,NA,8.5,3,NA,7,4,3.33333333333333,NA,5.5,4.6,2.375,NA,5.25,4.5,2.33333333333333,NA,5.25,5.57142857142857,2.45454545454545,NA,5.25,5.57142857142857,2.45454545454545,NA,5.25,5.57142857142857,2.45454545454545,NA,5.25,5.57142857142857,2.45454545454545,NA,5.25,5.57142857142857,2.45454545454545
